date,symbol,marketcapname,sector
19-09-2024 3:26 pm,ONGC,Largecap,Oils
19-09-2024 3:26 pm,HINDALCO,Largecap,Metals
19-09-2024 3:26 pm,M&M,Largecap,Auto
19-09-2024 3:26 pm,NESTLEIND,Largecap,FMCG
19-09-2024 3:26 pm,ASIANPAINT,Largecap,Industrials
19-09-2024 3:26 pm,EICHERMOT,Largecap,Auto
19-09-2024 3:26 pm,SHRIRAMFIN,Largecap,Finance
19-09-2024 3:26 pm,NIFTY,Smallcap,Indices
19-09-2024 3:26 pm,SBILIFE,Largecap,Services
19-09-2024 3:26 pm,HDFCLIFE,Largecap,Services
19-09-2024 3:26 pm,ICICIBANK,Largecap,Bank
19-09-2024 3:26 pm,AXISBANK,Largecap,Bank
19-09-2024 3:26 pm,HCLTECH,Largecap,I.T
19-09-2024 3:26 pm,ULTRACEMCO,Largecap,Industrials
19-09-2024 3:26 pm,TCS,Largecap,I.T
19-09-2024 3:26 pm,COALINDIA,Largecap,Industrials
19-09-2024 3:26 pm,LTIM,Largecap,I.T
19-09-2024 3:27 pm,DRREDDY,Largecap,Pharmaceuticals
19-09-2024 3:27 pm,JSWSTEEL,Largecap,Metals
19-09-2024 3:27 pm,KOTAKBANK,Largecap,Bank
19-09-2024 3:27 pm,GRASIM,Largecap,Textiles
19-09-2024 3:27 pm,TATASTEEL,Largecap,Metals
19-09-2024 3:27 pm,M&M,Largecap,Auto
19-09-2024 3:27 pm,TATAMOTORS,Largecap,Auto
19-09-2024 3:27 pm,NESTLEIND,Largecap,FMCG
19-09-2024 3:27 pm,TATACONSUM,Largecap,FMCG
19-09-2024 3:27 pm,ITC,Largecap,FMCG
19-09-2024 3:27 pm,EICHERMOT,Largecap,Auto
19-09-2024 3:27 pm,APOLLOHOSP,Largecap,Pharmaceuticals
19-09-2024 3:27 pm,NIFTY,Smallcap,Indices
19-09-2024 3:27 pm,ICICIBANK,Largecap,Bank
19-09-2024 3:27 pm,AXISBANK,Largecap,Bank
19-09-2024 3:27 pm,HCLTECH,Largecap,I.T
19-09-2024 3:27 pm,DIVISLAB,Largecap,Pharmaceuticals
19-09-2024 3:27 pm,MARUTI,Largecap,Auto
19-09-2024 3:27 pm,TCS,Largecap,I.T
19-09-2024 3:27 pm,POWERGRID,Largecap,Miscellaneous
19-09-2024 3:27 pm,BAJAJ-AUTO,Largecap,Auto
19-09-2024 3:27 pm,COALINDIA,Largecap,Industrials
19-09-2024 3:27 pm,LTIM,Largecap,I.T
19-09-2024 3:28 pm,BAJFINANCE,Largecap,Finance
19-09-2024 3:28 pm,HEROMOTOCO,Largecap,Auto
19-09-2024 3:28 pm,JSWSTEEL,Largecap,Metals
19-09-2024 3:28 pm,KOTAKBANK,Largecap,Bank
19-09-2024 3:28 pm,GRASIM,Largecap,Textiles
19-09-2024 3:28 pm,HINDALCO,Largecap,Metals
19-09-2024 3:28 pm,TATASTEEL,Largecap,Metals
19-09-2024 3:28 pm,TATAMOTORS,Largecap,Auto
19-09-2024 3:28 pm,NESTLEIND,Largecap,FMCG
19-09-2024 3:28 pm,TATACONSUM,Largecap,FMCG
19-09-2024 3:28 pm,ASIANPAINT,Largecap,Industrials
19-09-2024 3:28 pm,BRITANNIA,Largecap,FMCG
19-09-2024 3:28 pm,ITC,Largecap,FMCG
19-09-2024 3:28 pm,EICHERMOT,Largecap,Auto
19-09-2024 3:28 pm,WIPRO,Largecap,I.T
19-09-2024 3:28 pm,APOLLOHOSP,Largecap,Pharmaceuticals
19-09-2024 3:28 pm,SHRIRAMFIN,Largecap,Finance
19-09-2024 3:28 pm,NIFTY,Smallcap,Indices
19-09-2024 3:28 pm,SBILIFE,Largecap,Services
19-09-2024 3:28 pm,ICICIBANK,Largecap,Bank
19-09-2024 3:28 pm,INDUSINDBK,Largecap,Bank
19-09-2024 3:28 pm,AXISBANK,Largecap,Bank
19-09-2024 3:28 pm,HCLTECH,Largecap,I.T
19-09-2024 3:28 pm,DIVISLAB,Largecap,Pharmaceuticals
19-09-2024 3:28 pm,MARUTI,Largecap,Auto
19-09-2024 3:28 pm,TCS,Largecap,I.T
19-09-2024 3:28 pm,TECHM,Largecap,I.T
19-09-2024 3:28 pm,POWERGRID,Largecap,Miscellaneous
19-09-2024 3:28 pm,ADANIPORTS,Largecap,Industrials
19-09-2024 3:28 pm,BAJAJ-AUTO,Largecap,Auto
19-09-2024 3:28 pm,COALINDIA,Largecap,Industrials
19-09-2024 3:28 pm,LTIM,Largecap,I.T
19-09-2024 3:29 pm,BAJFINANCE,Largecap,Finance
19-09-2024 3:29 pm,CIPLA,Largecap,Pharmaceuticals
19-09-2024 3:29 pm,TITAN,Largecap,Miscellaneous
19-09-2024 3:29 pm,HEROMOTOCO,Largecap,Auto
19-09-2024 3:29 pm,KOTAKBANK,Largecap,Bank
19-09-2024 3:29 pm,RELIANCE,Largecap,Industrials
19-09-2024 3:29 pm,HINDALCO,Largecap,Metals
19-09-2024 3:29 pm,TATASTEEL,Largecap,Metals
19-09-2024 3:29 pm,LT,Largecap,Realty
19-09-2024 3:29 pm,BPCL,Largecap,Industrials
19-09-2024 3:29 pm,TATAMOTORS,Largecap,Auto
19-09-2024 3:29 pm,NESTLEIND,Largecap,FMCG
19-09-2024 3:29 pm,TATACONSUM,Largecap,FMCG
19-09-2024 3:29 pm,ASIANPAINT,Largecap,Industrials
19-09-2024 3:29 pm,ITC,Largecap,FMCG
19-09-2024 3:29 pm,WIPRO,Largecap,I.T
19-09-2024 3:29 pm,APOLLOHOSP,Largecap,Pharmaceuticals
19-09-2024 3:29 pm,ICICIBANK,Largecap,Bank
19-09-2024 3:29 pm,INDUSINDBK,Largecap,Bank
19-09-2024 3:29 pm,AXISBANK,Largecap,Bank
19-09-2024 3:29 pm,HCLTECH,Largecap,I.T
19-09-2024 3:29 pm,DIVISLAB,Largecap,Pharmaceuticals
19-09-2024 3:29 pm,ULTRACEMCO,Largecap,Industrials
19-09-2024 3:29 pm,TCS,Largecap,I.T
19-09-2024 3:29 pm,TECHM,Largecap,I.T
19-09-2024 3:29 pm,ADANIPORTS,Largecap,Industrials
19-09-2024 3:29 pm,BAJAJ-AUTO,Largecap,Auto
19-09-2024 3:29 pm,LTIM,Largecap,I.T
20-09-2024 9:15 am,BAJFINANCE,Largecap,Finance
20-09-2024 9:15 am,CIPLA,Largecap,Pharmaceuticals
20-09-2024 9:15 am,SBIN,Largecap,Bank
20-09-2024 9:15 am,HDFCBANK,Largecap,Bank
20-09-2024 9:15 am,HEROMOTOCO,Largecap,Auto
20-09-2024 9:15 am,INFY,Largecap,I.T
20-09-2024 9:15 am,JSWSTEEL,Largecap,Metals
20-09-2024 9:15 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:15 am,GRASIM,Largecap,Textiles
20-09-2024 9:15 am,ONGC,Largecap,Oils
20-09-2024 9:15 am,RELIANCE,Largecap,Industrials
20-09-2024 9:15 am,HINDALCO,Largecap,Metals
20-09-2024 9:15 am,TATASTEEL,Largecap,Metals
20-09-2024 9:15 am,LT,Largecap,Realty
20-09-2024 9:15 am,M&M,Largecap,Auto
20-09-2024 9:15 am,BPCL,Largecap,Industrials
20-09-2024 9:15 am,HINDUNILVR,Largecap,FMCG
20-09-2024 9:15 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:15 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:15 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:15 am,ITC,Largecap,FMCG
20-09-2024 9:15 am,EICHERMOT,Largecap,Auto
20-09-2024 9:15 am,WIPRO,Largecap,I.T
20-09-2024 9:15 am,APOLLOHOSP,Largecap,Pharmaceuticals
20-09-2024 9:15 am,SHRIRAMFIN,Largecap,Finance
20-09-2024 9:15 am,ADANIENT,Largecap,Services
20-09-2024 9:15 am,NIFTY,Smallcap,Indices
20-09-2024 9:15 am,SUNPHARMA,Largecap,Pharmaceuticals
20-09-2024 9:15 am,SBILIFE,Largecap,Services
20-09-2024 9:15 am,HDFCLIFE,Largecap,Services
20-09-2024 9:15 am,ICICIBANK,Largecap,Bank
20-09-2024 9:15 am,INDUSINDBK,Largecap,Bank
20-09-2024 9:15 am,HCLTECH,Largecap,I.T
20-09-2024 9:15 am,DIVISLAB,Largecap,Pharmaceuticals
20-09-2024 9:15 am,MARUTI,Largecap,Auto
20-09-2024 9:15 am,TCS,Largecap,I.T
20-09-2024 9:15 am,NTPC,Largecap,Miscellaneous
20-09-2024 9:15 am,TECHM,Largecap,I.T
20-09-2024 9:15 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:15 am,ADANIPORTS,Largecap,Industrials
20-09-2024 9:15 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:15 am,BAJAJFINSV,Largecap,Finance
20-09-2024 9:15 am,COALINDIA,Largecap,Industrials
20-09-2024 9:16 am,SBIN,Largecap,Bank
20-09-2024 9:16 am,HDFCBANK,Largecap,Bank
20-09-2024 9:16 am,JSWSTEEL,Largecap,Metals
20-09-2024 9:16 am,GRASIM,Largecap,Textiles
20-09-2024 9:16 am,ONGC,Largecap,Oils
20-09-2024 9:16 am,HINDALCO,Largecap,Metals
20-09-2024 9:16 am,TATASTEEL,Largecap,Metals
20-09-2024 9:16 am,LT,Largecap,Realty
20-09-2024 9:16 am,M&M,Largecap,Auto
20-09-2024 9:16 am,BPCL,Largecap,Industrials
20-09-2024 9:16 am,HINDUNILVR,Largecap,FMCG
20-09-2024 9:16 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:16 am,ITC,Largecap,FMCG
20-09-2024 9:16 am,EICHERMOT,Largecap,Auto
20-09-2024 9:16 am,ADANIENT,Largecap,Services
20-09-2024 9:16 am,SUNPHARMA,Largecap,Pharmaceuticals
20-09-2024 9:16 am,SBILIFE,Largecap,Services
20-09-2024 9:16 am,HDFCLIFE,Largecap,Services
20-09-2024 9:16 am,ICICIBANK,Largecap,Bank
20-09-2024 9:16 am,INDUSINDBK,Largecap,Bank
20-09-2024 9:16 am,HCLTECH,Largecap,I.T
20-09-2024 9:16 am,MARUTI,Largecap,Auto
20-09-2024 9:16 am,NTPC,Largecap,Miscellaneous
20-09-2024 9:16 am,TECHM,Largecap,I.T
20-09-2024 9:16 am,ADANIPORTS,Largecap,Industrials
20-09-2024 9:16 am,COALINDIA,Largecap,Industrials
20-09-2024 9:17 am,SBIN,Largecap,Bank
20-09-2024 9:17 am,INFY,Largecap,I.T
20-09-2024 9:17 am,GRASIM,Largecap,Textiles
20-09-2024 9:17 am,RELIANCE,Largecap,Industrials
20-09-2024 9:17 am,HINDALCO,Largecap,Metals
20-09-2024 9:17 am,LT,Largecap,Realty
20-09-2024 9:17 am,M&M,Largecap,Auto
20-09-2024 9:17 am,HINDUNILVR,Largecap,FMCG
20-09-2024 9:17 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:17 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:17 am,ITC,Largecap,FMCG
20-09-2024 9:17 am,SHRIRAMFIN,Largecap,Finance
20-09-2024 9:17 am,SUNPHARMA,Largecap,Pharmaceuticals
20-09-2024 9:17 am,SBILIFE,Largecap,Services
20-09-2024 9:17 am,HDFCLIFE,Largecap,Services
20-09-2024 9:17 am,INDUSINDBK,Largecap,Bank
20-09-2024 9:17 am,BHARTIARTL,Largecap,Telecom
20-09-2024 9:17 am,DIVISLAB,Largecap,Pharmaceuticals
20-09-2024 9:17 am,ADANIPORTS,Largecap,Industrials
20-09-2024 9:18 am,RELIANCE,Largecap,Industrials
20-09-2024 9:18 am,HINDALCO,Largecap,Metals
20-09-2024 9:18 am,HINDUNILVR,Largecap,FMCG
20-09-2024 9:18 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:18 am,ITC,Largecap,FMCG
20-09-2024 9:18 am,SHRIRAMFIN,Largecap,Finance
20-09-2024 9:18 am,ADANIENT,Largecap,Services
20-09-2024 9:18 am,SBILIFE,Largecap,Services
20-09-2024 9:18 am,HDFCLIFE,Largecap,Services
20-09-2024 9:18 am,INDUSINDBK,Largecap,Bank
20-09-2024 9:18 am,DIVISLAB,Largecap,Pharmaceuticals
20-09-2024 9:18 am,MARUTI,Largecap,Auto
20-09-2024 9:18 am,TCS,Largecap,I.T
20-09-2024 9:18 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:18 am,ADANIPORTS,Largecap,Industrials
20-09-2024 9:18 am,COALINDIA,Largecap,Industrials
20-09-2024 9:18 am,LTIM,Largecap,I.T
20-09-2024 9:19 am,HEROMOTOCO,Largecap,Auto
20-09-2024 9:19 am,RELIANCE,Largecap,Industrials
20-09-2024 9:19 am,BPCL,Largecap,Industrials
20-09-2024 9:19 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:19 am,ITC,Largecap,FMCG
20-09-2024 9:19 am,EICHERMOT,Largecap,Auto
20-09-2024 9:19 am,APOLLOHOSP,Largecap,Pharmaceuticals
20-09-2024 9:19 am,SHRIRAMFIN,Largecap,Finance
20-09-2024 9:19 am,HDFCLIFE,Largecap,Services
20-09-2024 9:19 am,DIVISLAB,Largecap,Pharmaceuticals
20-09-2024 9:19 am,MARUTI,Largecap,Auto
20-09-2024 9:19 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:19 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:19 am,COALINDIA,Largecap,Industrials
20-09-2024 9:20 am,BPCL,Largecap,Industrials
20-09-2024 9:20 am,EICHERMOT,Largecap,Auto
20-09-2024 9:20 am,APOLLOHOSP,Largecap,Pharmaceuticals
20-09-2024 9:20 am,HDFCLIFE,Largecap,Services
20-09-2024 9:20 am,DIVISLAB,Largecap,Pharmaceuticals
20-09-2024 9:20 am,MARUTI,Largecap,Auto
20-09-2024 9:20 am,LTIM,Largecap,I.T
20-09-2024 9:21 am,HEROMOTOCO,Largecap,Auto
20-09-2024 9:21 am,JSWSTEEL,Largecap,Metals
20-09-2024 9:21 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:21 am,EICHERMOT,Largecap,Auto
20-09-2024 9:21 am,HDFCLIFE,Largecap,Services
20-09-2024 9:21 am,ICICIBANK,Largecap,Bank
20-09-2024 9:21 am,DIVISLAB,Largecap,Pharmaceuticals
20-09-2024 9:21 am,MARUTI,Largecap,Auto
20-09-2024 9:21 am,BAJAJFINSV,Largecap,Finance
20-09-2024 9:21 am,LTIM,Largecap,I.T
20-09-2024 9:22 am,BAJFINANCE,Largecap,Finance
20-09-2024 9:22 am,SBIN,Largecap,Bank
20-09-2024 9:22 am,DRREDDY,Largecap,Pharmaceuticals
20-09-2024 9:22 am,JSWSTEEL,Largecap,Metals
20-09-2024 9:22 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:22 am,RELIANCE,Largecap,Industrials
20-09-2024 9:22 am,M&M,Largecap,Auto
20-09-2024 9:22 am,EICHERMOT,Largecap,Auto
20-09-2024 9:22 am,SHRIRAMFIN,Largecap,Finance
20-09-2024 9:22 am,HDFCLIFE,Largecap,Services
20-09-2024 9:22 am,ICICIBANK,Largecap,Bank
20-09-2024 9:22 am,DIVISLAB,Largecap,Pharmaceuticals
20-09-2024 9:22 am,MARUTI,Largecap,Auto
20-09-2024 9:22 am,BAJAJFINSV,Largecap,Finance
20-09-2024 9:22 am,LTIM,Largecap,I.T
20-09-2024 9:23 am,DRREDDY,Largecap,Pharmaceuticals
20-09-2024 9:23 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:23 am,RELIANCE,Largecap,Industrials
20-09-2024 9:23 am,HINDALCO,Largecap,Metals
20-09-2024 9:23 am,HINDUNILVR,Largecap,FMCG
20-09-2024 9:23 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:23 am,APOLLOHOSP,Largecap,Pharmaceuticals
20-09-2024 9:23 am,SUNPHARMA,Largecap,Pharmaceuticals
20-09-2024 9:23 am,HDFCLIFE,Largecap,Services
20-09-2024 9:23 am,ICICIBANK,Largecap,Bank
20-09-2024 9:23 am,MARUTI,Largecap,Auto
20-09-2024 9:23 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:23 am,BAJAJFINSV,Largecap,Finance
20-09-2024 9:23 am,LTIM,Largecap,I.T
20-09-2024 9:24 am,DRREDDY,Largecap,Pharmaceuticals
20-09-2024 9:24 am,RELIANCE,Largecap,Industrials
20-09-2024 9:24 am,HINDALCO,Largecap,Metals
20-09-2024 9:24 am,BPCL,Largecap,Industrials
20-09-2024 9:24 am,HINDUNILVR,Largecap,FMCG
20-09-2024 9:24 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:24 am,EICHERMOT,Largecap,Auto
20-09-2024 9:24 am,APOLLOHOSP,Largecap,Pharmaceuticals
20-09-2024 9:24 am,SUNPHARMA,Largecap,Pharmaceuticals
20-09-2024 9:24 am,HDFCLIFE,Largecap,Services
20-09-2024 9:24 am,MARUTI,Largecap,Auto
20-09-2024 9:24 am,COALINDIA,Largecap,Industrials
20-09-2024 9:25 am,RELIANCE,Largecap,Industrials
20-09-2024 9:25 am,HINDALCO,Largecap,Metals
20-09-2024 9:25 am,HINDUNILVR,Largecap,FMCG
20-09-2024 9:25 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:25 am,EICHERMOT,Largecap,Auto
20-09-2024 9:25 am,HDFCLIFE,Largecap,Services
20-09-2024 9:25 am,BHARTIARTL,Largecap,Telecom
20-09-2024 9:25 am,MARUTI,Largecap,Auto
20-09-2024 9:25 am,ULTRACEMCO,Largecap,Industrials
20-09-2024 9:25 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:26 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:26 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:26 am,EICHERMOT,Largecap,Auto
20-09-2024 9:26 am,HDFCLIFE,Largecap,Services
20-09-2024 9:26 am,ICICIBANK,Largecap,Bank
20-09-2024 9:26 am,BHARTIARTL,Largecap,Telecom
20-09-2024 9:26 am,MARUTI,Largecap,Auto
20-09-2024 9:26 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:27 am,HEROMOTOCO,Largecap,Auto
20-09-2024 9:27 am,RELIANCE,Largecap,Industrials
20-09-2024 9:27 am,LT,Largecap,Realty
20-09-2024 9:27 am,HINDUNILVR,Largecap,FMCG
20-09-2024 9:27 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:27 am,EICHERMOT,Largecap,Auto
20-09-2024 9:27 am,SUNPHARMA,Largecap,Pharmaceuticals
20-09-2024 9:27 am,HDFCLIFE,Largecap,Services
20-09-2024 9:27 am,ICICIBANK,Largecap,Bank
20-09-2024 9:27 am,BHARTIARTL,Largecap,Telecom
20-09-2024 9:27 am,MARUTI,Largecap,Auto
20-09-2024 9:27 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:27 am,LTIM,Largecap,I.T
20-09-2024 9:28 am,HEROMOTOCO,Largecap,Auto
20-09-2024 9:28 am,HINDALCO,Largecap,Metals
20-09-2024 9:28 am,LT,Largecap,Realty
20-09-2024 9:28 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:28 am,BHARTIARTL,Largecap,Telecom
20-09-2024 9:28 am,MARUTI,Largecap,Auto
20-09-2024 9:28 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:28 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:29 am,HEROMOTOCO,Largecap,Auto
20-09-2024 9:29 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:29 am,LT,Largecap,Realty
20-09-2024 9:29 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:29 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:29 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:29 am,EICHERMOT,Largecap,Auto
20-09-2024 9:29 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:29 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:29 am,COALINDIA,Largecap,Industrials
20-09-2024 9:30 am,HEROMOTOCO,Largecap,Auto
20-09-2024 9:30 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:30 am,LT,Largecap,Realty
20-09-2024 9:30 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:30 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:30 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:30 am,ICICIBANK,Largecap,Bank
20-09-2024 9:30 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:30 am,BAJAJFINSV,Largecap,Finance
20-09-2024 9:30 am,COALINDIA,Largecap,Industrials
20-09-2024 9:31 am,HDFCBANK,Largecap,Bank
20-09-2024 9:31 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:31 am,LT,Largecap,Realty
20-09-2024 9:31 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:31 am,ICICIBANK,Largecap,Bank
20-09-2024 9:31 am,BAJAJFINSV,Largecap,Finance
20-09-2024 9:32 am,HDFCBANK,Largecap,Bank
20-09-2024 9:32 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:32 am,LT,Largecap,Realty
20-09-2024 9:32 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:32 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:32 am,SUNPHARMA,Largecap,Pharmaceuticals
20-09-2024 9:32 am,ICICIBANK,Largecap,Bank
20-09-2024 9:32 am,BAJAJFINSV,Largecap,Finance
20-09-2024 9:33 am,HDFCBANK,Largecap,Bank
20-09-2024 9:33 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:33 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:33 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:33 am,ICICIBANK,Largecap,Bank
20-09-2024 9:33 am,AXISBANK,Largecap,Bank
20-09-2024 9:33 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:33 am,BAJAJFINSV,Largecap,Finance
20-09-2024 9:34 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:34 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:34 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:34 am,AXISBANK,Largecap,Bank
20-09-2024 9:34 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:34 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:35 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:35 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:35 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:35 am,SBILIFE,Largecap,Services
20-09-2024 9:35 am,HDFCLIFE,Largecap,Services
20-09-2024 9:35 am,AXISBANK,Largecap,Bank
20-09-2024 9:35 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:36 am,HEROMOTOCO,Largecap,Auto
20-09-2024 9:36 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:37 am,HEROMOTOCO,Largecap,Auto
20-09-2024 9:37 am,ICICIBANK,Largecap,Bank
20-09-2024 9:37 am,AXISBANK,Largecap,Bank
20-09-2024 9:37 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:37 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:38 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:38 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:38 am,ICICIBANK,Largecap,Bank
20-09-2024 9:38 am,AXISBANK,Largecap,Bank
20-09-2024 9:38 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:38 am,ADANIPORTS,Largecap,Industrials
20-09-2024 9:39 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:39 am,GRASIM,Largecap,Textiles
20-09-2024 9:39 am,BPCL,Largecap,Industrials
20-09-2024 9:39 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:39 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:39 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:39 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:40 am,HEROMOTOCO,Largecap,Auto
20-09-2024 9:40 am,KOTAKBANK,Largecap,Bank
20-09-2024 9:40 am,RELIANCE,Largecap,Industrials
20-09-2024 9:40 am,BPCL,Largecap,Industrials
20-09-2024 9:40 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:40 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:40 am,ADANIENT,Largecap,Services
20-09-2024 9:40 am,HDFCLIFE,Largecap,Services
20-09-2024 9:40 am,AXISBANK,Largecap,Bank
20-09-2024 9:40 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:40 am,ADANIPORTS,Largecap,Industrials
20-09-2024 9:40 am,BAJAJ-AUTO,Largecap,Auto
20-09-2024 9:41 am,DRREDDY,Largecap,Pharmaceuticals
20-09-2024 9:41 am,HDFCBANK,Largecap,Bank
20-09-2024 9:41 am,HEROMOTOCO,Largecap,Auto
20-09-2024 9:41 am,NESTLEIND,Largecap,FMCG
20-09-2024 9:41 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:41 am,ASIANPAINT,Largecap,Industrials
20-09-2024 9:41 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:41 am,ITC,Largecap,FMCG
20-09-2024 9:41 am,SBILIFE,Largecap,Services
20-09-2024 9:41 am,HDFCLIFE,Largecap,Services
20-09-2024 9:41 am,ICICIBANK,Largecap,Bank
20-09-2024 9:41 am,ULTRACEMCO,Largecap,Industrials
20-09-2024 9:41 am,POWERGRID,Largecap,Miscellaneous
20-09-2024 9:41 am,ADANIPORTS,Largecap,Industrials
20-09-2024 9:42 am,DRREDDY,Largecap,Pharmaceuticals
20-09-2024 9:42 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:42 am,ASIANPAINT,Largecap,Industrials
20-09-2024 9:42 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:42 am,SBILIFE,Largecap,Services
20-09-2024 9:42 am,HDFCLIFE,Largecap,Services
20-09-2024 9:42 am,ICICIBANK,Largecap,Bank
20-09-2024 9:42 am,AXISBANK,Largecap,Bank
20-09-2024 9:42 am,HCLTECH,Largecap,I.T
20-09-2024 9:42 am,ULTRACEMCO,Largecap,Industrials
20-09-2024 9:42 am,ADANIPORTS,Largecap,Industrials
20-09-2024 9:43 am,DRREDDY,Largecap,Pharmaceuticals
20-09-2024 9:43 am,RELIANCE,Largecap,Industrials
20-09-2024 9:43 am,BPCL,Largecap,Industrials
20-09-2024 9:43 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:43 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:43 am,SBILIFE,Largecap,Services
20-09-2024 9:43 am,ULTRACEMCO,Largecap,Industrials
20-09-2024 9:43 am,ADANIPORTS,Largecap,Industrials
20-09-2024 9:44 am,DRREDDY,Largecap,Pharmaceuticals
20-09-2024 9:44 am,BPCL,Largecap,Industrials
20-09-2024 9:44 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:44 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:44 am,APOLLOHOSP,Largecap,Pharmaceuticals
20-09-2024 9:44 am,SBILIFE,Largecap,Services
20-09-2024 9:44 am,HDFCLIFE,Largecap,Services
20-09-2024 9:44 am,ADANIPORTS,Largecap,Industrials
20-09-2024 9:45 am,DRREDDY,Largecap,Pharmaceuticals
20-09-2024 9:45 am,TATACONSUM,Largecap,FMCG
20-09-2024 9:45 am,ASIANPAINT,Largecap,Industrials
20-09-2024 9:45 am,BRITANNIA,Largecap,FMCG
20-09-2024 9:45 am,ITC,Largecap,FMCG
20-09-2024 9:45 am,APOLLOHOSP,Largecap,Pharmaceuticals
20-09-2024 9:45 am,ADANIENT,Largecap,Services
20-09-2024 9:45 am,SBILIFE,Largecap,Services
20-09-2024 9:45 am,HCLTECH,Largecap,I.T
20-09-2024 9:45 am,BHARTIARTL,Largecap,Telecom
